Name,Overall,Value,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle
Enrique Barja Afonso,69,1.50,68,68,59,67,49,67,42,41,66,70,77,71,77,60,66,58,68,64,61,57,47,33,67,65,58,55,35,25,31
Alejandro Mula Sánchez,69,1.50,70,63,48,69,50,71,65,42,65,70,72,73,69,63,68,59,66,62,67,58,55,41,62,61,48,59,33,36,38
Niclas Eliasson,69,1.50,77,56,30,61,57,74,73,60,51,68,88,82,85,63,74,55,58,69,45,56,28,26,48,70,46,55,35,33,25
Kévin Zohi,69,1.50,63,68,58,65,62,76,60,45,54,70,79,78,84,59,69,66,72,66,59,60,32,16,66,62,69,53,19,23,22
Joshua Mees,69,1.50,59,70,48,67,64,73,66,45,54,69,77,69,76,64,75,67,67,66,59,66,49,17,67,66,58,63,18,19,15
Rafik Zekhnini,69,1.50,64,63,33,60,50,72,57,38,36,69,89,91,87,60,76,68,45,69,41,51,40,30,64,64,53,65,42,27,31
Patrick Joosten,69,1.50,72,63,52,62,67,69,76,73,53,72,83,80,81,66,66,82,54,69,58,76,50,38,59,62,55,65,34,32,28
Dániel Sallói,69,1.50,62,70,60,67,65,69,69,55,63,72,74,75,70,70,67,73,58,70,62,69,68,27,68,60,69,63,40,40,28
Farid El Melali,69,1.50,66,70,41,66,53,83,49,43,57,71,75,74,68,52,90,55,38,47,40,45,30,18,63,64,66,57,25,36,38
Denilson Pereira Junior,69,1.50,55,69,69,65,57,73,52,36,63,72,76,80,77,63,57,66,64,75,68,55,68,24,67,66,62,65,25,23,22
João Klauss de Mello,69,1.50,58,67,70,65,58,66,43,55,61,65,61,64,57,68,50,71,67,68,81,63,36,17,69,60,65,60,28,26,22
Adrian Grbic,69,1.50,52,70,68,56,65,64,58,67,42,67,70,75,61,58,63,73,55,68,75,73,52,17,67,52,71,55,18,21,17
Gustav Engvall,69,1.50,45,70,61,57,57,68,52,48,45,72,67,77,63,64,60,72,67,75,76,57,67,22,72,57,58,70,25,36,21
Silvère Ganvoula,69,1.50,36,70,73,63,60,56,51,31,23,58,68,71,58,61,53,75,69,62,86,64,65,21,68,58,63,62,23,21,18
Jordan Larsson,69,1.50,60,70,57,66,71,66,73,59,53,69,73,70,75,65,77,71,74,75,70,67,65,18,69,68,62,62,28,15,16
Mateo Cassierra,69,1.50,54,73,71,66,63,68,39,29,34,65,68,72,73,64,58,67,82,69,72,63,42,25,67,57,67,66,28,21,19
Edwar López,69,1.50,60,69,59,59,61,68,55,42,46,67,79,75,74,68,63,67,58,64,70,68,62,46,76,58,67,67,55,52,48
Samuel Tetteh,69,1.50,59,67,58,65,63,74,58,62,46,70,78,84,78,68,71,74,65,66,58,58,31,15,65,56,57,60,20,20,14
Evangelos Pavlidis,69,1.50,58,70,66,63,56,66,58,44,54,64,65,69,65,65,70,74,78,75,77,72,67,24,67,55,65,64,44,42,37
Ashley Fletcher,69,1.50,23,68,73,59,51,69,44,23,38,65,71,77,75,66,56,72,71,65,72,65,65,22,66,49,52,62,17,32,23
Yakou Meité,69,1.50,61,67,69,56,57,66,51,49,43,57,70,78,57,65,60,77,77,61,83,59,54,35,68,51,61,62,30,36,36
Carlos Rodríguez,69,1.40,59,63,44,72,55,76,58,61,68,65,68,72,69,50,69,65,64,62,66,62,45,48,67,71,62,53,33,50,46
Farès Bahlouli,69,1.40,62,58,61,69,54,76,63,55,65,76,63,67,74,61,68,74,49,42,76,51,55,49,66,68,66,69,29,49,44
Leonardo Morosini,69,1.40,62,61,41,70,46,71,60,58,64,73,77,79,71,62,71,65,59,71,61,53,45,29,60,71,55,70,33,26,21
Richard Neudecker,69,1.40,65,54,38,67,61,70,66,59,65,73,79,72,89,68,84,66,69,72,38,63,52,53,64,63,39,64,48,48,55
José Cevallos,69,1.40,66,51,55,70,73,70,72,71,67,72,65,69,64,65,60,75,62,72,68,70,72,40,67,73,66,68,34,29,29
Hervin Ongenda,69,1.40,61,60,41,62,55,74,79,68,67,75,79,75,86,69,86,75,73,67,51,54,43,38,65,63,54,68,31,34,31
Ionuț Vînă,69,1.40,66,62,38,67,45,73,41,44,56,69,84,75,71,71,70,55,70,58,61,58,42,22,64,65,47,52,32,42,32
Duane Holmes,69,1.40,59,56,51,67,52,76,49,40,56,70,86,71,79,68,92,57,56,63,34,48,54,45,67,68,54,60,46,50,45
Domenico Frare,69,1.40,41,40,71,55,38,50,30,32,50,52,49,65,46,60,52,61,67,68,82,39,72,63,44,46,47,60,70,68,65
Óscar Cabezas,69,1.40,47,45,64,60,29,55,34,25,50,60,63,59,65,59,60,38,70,65,82,26,80,64,41,36,38,55,62,70,68
Justen Glad,69,1.40,27,25,63,69,29,41,23,21,63,56,71,71,50,64,65,34,74,74,74,25,72,72,21,42,38,63,67,68,64
Willyan da Silva Rocha,69,1.40,31,24,70,53,32,40,33,28,34,45,49,51,33,67,37,47,59,63,85,28,70,65,23,29,40,56,66,73,66
Nihad Mujakić,69,1.40,30,23,69,54,24,35,23,25,52,55,54,66,56,62,53,45,59,69,76,25,73,67,24,35,28,62,68,71,70
Axel Disasi,69,1.40,25,20,69,59,36,37,28,27,47,55,55,56,43,60,35,54,66,55,90,17,69,65,23,29,36,54,68,67,66
Messias Rodrigues Silva Jr.,69,1.40,34,25,72,47,34,33,27,21,41,48,60,59,34,65,42,54,69,61,84,20,77,65,37,31,47,54,73,67,64
Adrián Diéguez Grande,69,1.40,59,23,64,60,35,44,28,32,39,59,62,61,56,63,50,45,75,63,68,27,61,68,33,32,41,55,72,73,70
Rominigue Kouamé,69,1.40,64,46,57,72,37,66,54,40,72,67,68,73,71,64,73,57,68,72,66,50,70,71,61,68,50,64,63,64,61
Vasilije Janjičić,69,1.40,50,38,59,72,47,62,45,43,65,69,66,64,73,61,75,63,61,75,76,48,76,64,51,58,54,58,68,72,65
Leandro Maciel,69,1.40,53,47,58,67,44,63,45,40,68,70,70,66,71,70,58,73,74,82,80,52,73,65,56,63,41,59,59,64,61
Joseph Amoah,69,1.40,46,54,44,73,42,76,54,43,64,75,72,71,75,69,70,49,68,53,69,46,71,62,67,72,45,74,64,67,45
Ahmed El Messaoudi,69,1.40,40,62,68,71,52,74,47,45,68,69,57,73,64,65,69,78,68,74,80,72,72,66,58,67,48,67,67,62,64
Mohammed Osman,69,1.40,63,54,42,72,56,68,65,70,72,71,63,52,64,66,58,74,50,73,67,70,58,54,62,69,55,68,60,55,31
Ivan Ljubić,69,1.40,55,61,61,68,54,68,57,47,69,69,68,63,66,65,66,63,61,75,69,64,62,65,65,67,60,65,69,65,64
Jordi Quintillà Guasch,69,1.40,63,45,54,73,48,65,69,75,69,70,66,69,78,64,82,65,55,74,59,63,53,58,58,72,56,63,58,61,54
Andrea Barberis,69,1.40,67,32,38,71,46,59,47,65,68,71,68,67,69,70,71,61,68,81,56,57,78,75,70,65,51,61,48,66,58
Pedro Miguel Gaspar Amaral,69,1.40,62,28,59,56,28,67,64,39,51,72,72,76,58,69,69,73,56,76,70,56,63,67,61,38,48,65,73,72,65
Jannes Horn,69,1.40,67,29,54,67,36,63,53,35,44,66,76,80,66,67,62,45,69,64,69,32,66,64,46,44,49,50,66,73,66
Walterson Silva,69,1.40,63,68,47,65,61,73,70,59,59,71,71,70,72,67,68,75,54,71,73,66,55,23,70,61,63,68,32,29,33
Dominik Nagy,69,1.40,64,58,42,65,61,72,59,52,62,67,85,80,73,64,86,62,51,78,59,59,49,31,62,65,54,62,49,40,44
Bilal Başaçıkoğlu,69,1.40,61,66,60,64,67,75,77,66,42,75,84,83,90,55,72,73,91,66,43,74,74,42,64,69,50,57,41,44,48
Kekuta Manneh,69,1.40,57,64,48,64,57,73,63,66,53,65,95,93,84,63,76,77,69,61,58,67,56,32,63,63,60,64,31,40,29
Daniel Ojeda Saranova,69,1.40,65,68,61,66,50,71,35,43,65,70,72,70,67,68,65,64,59,68,65,59,41,32,66,65,72,50,39,38,34
Ignacio Gil,69,1.40,66,66,30,67,47,71,68,62,62,70,80,76,73,63,82,62,36,52,37,65,50,30,64,67,59,62,33,25,27
Héctor Fertoli,69,1.40,68,61,49,67,60,73,56,40,53,68,87,85,85,57,76,66,69,62,62,55,55,33,68,63,60,64,42,45,38
Benito Ramírez del Toro,69,1.40,64,64,46,65,41,68,52,47,63,69,81,82,74,64,75,68,54,64,57,65,42,24,65,64,51,68,33,34,30
Christos Albanis,69,1.40,62,67,51,64,62,74,57,45,61,74,71,73,65,63,56,72,70,66,69,68,43,44,67,62,56,64,44,26,27
Juan José Narváez,69,1.40,65,67,66,72,60,71,44,42,68,72,71,73,66,63,70,63,66,63,68,71,38,58,65,64,59,50,65,61,52
Shihao Wei,69,1.40,64,68,50,63,55,73,67,68,58,62,80,85,77,67,75,72,52,74,57,65,63,35,66,66,58,68,33,29,37
Cristiano Lombardi,69,1.40,68,62,54,65,52,73,44,34,50,74,77,77,79,58,67,69,59,34,62,66,38,27,64,58,52,59,28,25,23
Deyovaisio Zeefuik,69,1.40,68,35,62,65,38,70,43,39,57,64,77,79,71,66,76,55,92,75,76,29,83,62,54,52,46,66,67,71,68
Clément Michelin,69,1.40,73,45,56,74,43,68,75,42,71,71,64,67,63,65,70,58,64,71,59,52,68,64,65,60,48,62,66,70,71
Shaquell Moore,69,1.40,65,47,55,64,45,65,48,35,58,66,87,83,76,67,65,64,71,71,69,58,56,65,62,48,46,65,64,64,69
Hernán De la Fuente,69,1.40,65,50,54,67,43,71,57,47,53,68,77,81,78,61,70,66,78,83,71,52,73,70,56,49,62,58,59,69,62
Eryc Castillo,69,1.40,71,67,58,62,54,72,50,40,59,72,79,79,84,58,69,68,67,72,70,62,44,32,67,51,62,64,21,41,24
Jack Byrne,69,1.40,66,60,49,67,52,70,72,64,68,69,74,65,80,66,75,66,68,72,67,69,63,50,59,72,62,65,52,53,51
Dávid Ivan,69,1.40,58,55,50,69,62,69,60,51,68,72,71,69,81,67,82,52,57,78,44,60,71,67,67,68,61,62,55,60,54
Ali Gholizadeh,69,1.40,71,60,34,69,37,69,49,36,67,71,76,76,75,62,71,62,76,70,63,51,70,24,59,56,55,65,49,45,47
Cauly Oliveira Souza,69,1.40,63,61,46,62,57,75,61,55,49,71,84,77,84,62,90,60,64,65,53,59,56,30,67,68,53,71,59,48,37
Sheraldo Becker,69,1.40,63,62,52,61,57,70,62,47,56,67,91,93,74,65,73,74,70,71,70,63,53,31,66,57,64,62,21,32,33
Kylian Hazard,69,1.40,68,56,39,69,60,74,64,60,66,72,81,71,80,63,79,61,66,50,60,66,53,28,66,67,56,71,17,34,32
Joel Andersson,69,1.40,66,42,39,68,46,64,67,41,61,68,80,82,82,68,78,54,63,80,58,40,70,64,63,60,45,66,61,65,64
Cayetano Quintana Hernández,69,1.40,37,74,67,57,56,67,38,29,45,69,75,77,73,64,71,60,71,58,54,59,66,27,73,57,68,56,50,33,31
Adam Zreľák,69,1.40,38,69,73,48,69,59,45,41,39,64,68,69,65,65,66,73,69,73,78,57,73,25,71,43,68,58,27,26,19
Alexander Mesa Travieso,69,1.40,62,65,62,64,67,68,72,48,46,70,83,74,76,68,75,70,76,69,71,63,43,21,70,61,69,65,29,29,20
Cyriel Dessers,69,1.40,44,71,66,58,65,62,42,35,49,64,69,73,65,67,62,74,76,72,77,68,52,13,66,58,65,69,42,16,14
Bruno Pereira Mendes,69,1.40,46,72,68,63,64,65,59,48,50,67,62,69,74,60,63,71,68,70,73,65,33,14,67,64,74,65,23,15,14
Lukas Spalvis,69,1.40,42,70,68,59,67,68,52,59,45,67,65,66,62,63,56,75,73,55,76,61,60,32,70,55,60,68,26,28,25
Kwasi Okyere Wriedt,69,1.40,60,70,59,63,61,69,60,64,33,64,74,77,68,65,64,71,56,65,80,59,65,21,66,56,63,63,31,27,21
Gaetano Monachello,69,1.40,43,70,72,55,62,67,47,40,43,69,49,56,64,68,54,74,72,70,74,63,40,20,70,50,68,61,19,23,21
Sory Kaba,69,1.40,49,67,71,62,51,64,42,39,47,66,67,78,60,60,60,74,71,72,82,60,58,35,70,53,69,59,45,26,24
Mohamed Buya Turay,69,1.40,46,67,70,56,58,72,48,47,43,66,85,91,87,58,75,66,78,77,67,63,78,20,69,57,61,58,32,17,16
Kei Chinen,69,1.40,41,69,65,61,61,68,60,46,41,66,74,79,76,70,71,65,73,65,69,60,54,20,69,59,55,57,21,17,16
Filip Holender,69,1.40,62,71,67,66,62,70,54,56,55,69,86,74,74,67,65,66,57,61,55,72,68,18,59,68,57,57,24,22,19
Sergio Henrique Santos Gomes,69,1.40,60,68,57,59,60,71,37,35,45,76,91,89,81,55,63,69,56,72,77,54,44,18,66,59,61,57,28,20,14
Caleb Ekuban,69,1.40,64,66,67,60,64,69,68,42,50,70,82,79,64,67,59,66,82,79,78,63,73,29,67,59,62,66,22,17,17
Lamin Jallow,69,1.40,63,74,48,67,60,74,54,43,57,69,90,87,79,53,72,70,59,72,72,55,61,31,67,58,67,60,26,30,31
Ghaylène Chaalali,69,1.30,68,64,58,71,59,76,44,61,66,72,64,63,68,66,73,82,58,69,56,73,58,41,57,67,61,60,19,49,41
Dylan Flores,69,1.30,57,62,46,75,59,65,61,62,72,71,73,67,85,64,90,74,58,72,45,55,56,28,63,66,57,66,42,54,52
Neluț Roșu,69,1.30,45,69,40,72,49,74,50,59,68,74,69,62,83,65,76,66,52,77,54,65,48,48,59,59,56,55,37,44,40
Jackson Irvine,69,1.30,61,72,76,66,58,68,60,58,63,72,66,55,62,72,58,75,80,81,78,65,81,68,72,70,55,69,65,71,66
Thomas Eisfeld,69,1.30,63,64,42,72,51,68,64,62,69,71,71,66,73,61,74,64,64,67,60,64,45,32,63,71,55,61,48,30,28
Gakuto Notsuda,69,1.30,61,61,38,68,51,67,63,63,60,70,76,71,77,66,65,68,57,81,68,63,52,52,68,72,43,65,53,58,58
Leandro de Lima Silva,69,1.30,67,51,49,73,54,73,71,66,68,72,70,68,77,73,71,67,55,52,63,61,48,52,61,65,57,70,53,55,54
Axel Ngando,69,1.30,68,64,54,71,68,75,74,65,63,71,72,62,70,58,78,73,54,30,37,69,41,37,62,68,63,62,35,34,31
Rafał Wolski,69,1.30,69,62,48,69,63,68,67,67,68,69,75,65,79,63,74,68,69,64,53,61,64,44,64,73,45,69,26,32,30
Favio Álvarez,69,1.30,60,67,48,72,59,76,60,52,67,71,74,72,68,62,59,66,61,74,67,60,49,34,51,71,57,55,29,28,23
Jacobo Kouffaty,69,1.30,69,61,40,72,39,72,40,48,61,73,74,67,80,60,87,54,57,51,72,43,44,42,68,72,52,52,35,34,37
Youssef El Jebli,69,1.30,62,60,46,68,59,68,71,64,65,69,69,65,73,63,80,69,52,65,60,74,66,30,62,73,66,66,42,33,21
Jonathan Williams,69,1.30,66,57,39,66,51,74,47,43,63,74,74,61,88,64,89,60,58,63,53,58,55,39,66,71,60,68,48,36,35
Jamie Walker,69,1.30,64,69,50,67,62,69,63,67,64,68,83,78,85,60,77,58,64,74,62,65,59,31,67,65,65,69,32,50,37
Dimitrios Kolovos,69,1.30,64,67,37,67,66,71,65,66,65,70,69,70,68,66,65,67,65,60,62,66,55,18,68,65,61,65,28,26,27
Thiago Martins Bueno,69,1.30,45,35,69,59,36,52,37,43,46,58,68,77,50,59,57,56,84,68,75,30,56,64,32,47,53,55,68,75,70
Liam Lindsay,69,1.30,35,30,70,54,31,47,39,31,51,53,51,58,42,62,52,47,78,73,81,29,71,66,33,51,40,59,68,69,69
Majid Hosseini,69,1.30,28,18,69,61,22,42,35,37,54,54,63,66,52,68,68,45,67,64,73,30,50,71,24,29,40,68,68,74,70
Marcos Curado,69,1.30,29,27,72,56,36,29,33,28,41,49,55,59,39,71,49,61,74,63,81,28,71,65,31,32,47,61,67,68,62
Shinnosuke Nakatani,69,1.30,22,18,73,57,47,31,22,23,34,56,71,76,70,64,50,35,78,72,80,19,54,67,21,36,37,58,64,70,67
Junior Pius,69,1.30,41,45,71,51,51,51,41,38,61,61,42,68,41,66,34,57,59,69,81,38,68,71,35,48,46,62,63,71,69
Tom Lockyer,69,1.30,46,38,70,60,21,55,44,30,62,62,73,63,70,63,64,37,80,83,79,34,80,63,36,49,39,60,62,71,66
Naomichi Ueda,69,1.30,32,24,72,61,22,31,25,22,52,56,52,57,59,61,52,53,70,78,70,21,61,64,28,29,30,60,69,75,70
Ryosuke Shindo,69,1.30,34,60,72,67,38,46,27,28,60,57,64,67,69,66,67,48,77,75,72,42,76,67,59,42,35,61,66,69,61
Aleksandar Vukotić,69,1.30,27,38,72,63,36,37,31,32,65,57,30,31,40,63,30,55,31,62,93,33,63,74,33,45,34,67,68,67,64
Cédric Kipré,69,1.30,32,26,64,55,28,36,28,28,36,48,65,69,44,61,43,49,66,66,91,30,75,65,25,37,36,55,67,68,66
David Bates,69,1.30,25,22,73,57,22,33,21,26,43,52,51,65,43,63,55,34,77,60,77,16,68,64,21,38,35,59,70,71,64
Hjörtur Hermannsson,69,1.30,31,19,68,63,25,51,25,22,61,59,55,46,58,62,55,35,81,67,78,21,74,65,23,51,31,64,66,68,66
Jon Gorenc Stanković,69,1.30,41,48,70,68,39,62,52,29,65,68,50,48,52,66,52,61,60,60,62,40,69,68,53,62,40,70,67,71,70
Paweł Dawidowicz,69,1.30,44,36,66,69,38,60,53,52,67,57,61,68,69,66,62,74,64,72,77,45,78,72,46,66,44,62,67,66,60
Iulian Cristea,69,1.30,29,31,67,55,24,48,20,21,45,56,66,52,63,57,65,55,86,72,73,29,73,69,38,38,34,68,66,71,70
Alexis Pérez,69,1.30,62,29,65,60,19,54,29,27,53,58,69,69,61,65,69,39,78,61,77,36,77,67,41,45,40,62,64,70,65
Jan Van den Bergh,69,1.30,52,23,67,65,32,52,42,45,70,62,63,71,67,63,48,56,65,70,72,41,74,65,30,61,39,59,66,71,69
Ben Whiteman,69,1.30,57,61,55,70,49,65,56,56,70,68,73,70,74,63,76,57,68,83,71,64,70,65,63,65,64,66,64,64,62
Atakan Karazor,69,1.30,39,35,70,68,27,58,42,31,64,64,50,50,64,62,43,47,55,74,72,29,73,69,34,57,38,58,73,72,68
Isaac Sackey,69,1.30,44,48,77,66,32,60,41,46,60,65,55,43,57,52,38,79,69,76,90,78,72,74,38,52,52,52,72,72,68
Jordi Vanlerberghe,69,1.30,62,52,65,70,57,64,61,67,67,69,63,71,60,64,60,75,66,73,75,61,69,66,54,67,54,71,68,68,68
Sulayman Marreh,69,1.30,34,22,51,66,24,46,27,40,64,64,42,36,56,64,66,50,61,72,79,29,83,68,27,60,47,67,70,73,66
Saeid Ezatolahi,69,1.30,51,56,60,73,44,64,52,61,66,68,67,65,59,67,56,72,59,62,67,71,78,70,59,67,46,65,64,69,64
Diego Valdez,69,1.30,58,42,64,71,33,58,64,60,70,66,69,65,55,67,44,64,79,74,69,51,69,68,49,52,66,71,66,67,65
Óscar Valentín Martín Luengo,69,1.30,51,28,60,70,35,58,38,37,65,68,64,65,63,63,70,68,70,77,64,60,71,70,65,66,40,60,68,68,69
Takuya Kida,69,1.30,53,39,49,70,31,48,33,45,64,70,70,72,78,62,86,47,85,93,72,50,84,66,46,58,42,65,61,62,58
Benjamin Van Durmen,69,1.30,52,29,58,68,51,62,49,52,68,67,54,54,59,64,62,63,56,74,73,58,71,66,56,64,51,59,68,67,65
Jakub Hromada,69,1.30,61,58,55,67,44,68,51,43,63,68,76,74,74,66,71,47,69,68,68,53,74,69,61,70,46,63,65,70,70
Giorgi Aburjania,69,1.30,66,59,56,71,47,66,62,58,68,73,59,65,60,67,64,65,66,64,68,65,70,69,59,70,49,71,65,70,59
Luis Caicedo,69,1.30,40,46,58,66,37,69,38,41,65,67,65,66,75,64,77,60,84,93,74,44,78,67,62,63,45,66,64,62,63
Cristian Salvador González,69,1.30,49,45,58,68,39,69,49,45,67,70,64,63,67,68,67,65,72,79,75,55,72,71,64,70,39,63,63,63,60
Josip Radošević,69,1.30,50,54,60,68,48,49,61,62,65,65,54,64,61,58,76,73,64,74,73,65,72,71,52,58,44,50,67,74,65
Iker Undabarrena,69,1.30,68,50,67,74,65,66,67,59,70,71,51,55,64,61,69,64,68,72,69,53,60,67,51,68,65,64,65,66,63
Dries Wouters,69,1.30,31,21,64,69,20,58,48,65,67,64,50,52,43,66,40,56,50,74,80,55,69,68,25,61,25,66,64,69,67
Hidemasa Morita,69,1.30,53,37,47,73,24,62,29,38,64,69,71,66,68,67,68,63,62,69,71,50,68,66,62,57,45,61,67,71,63
Paul Seguin,69,1.30,56,44,66,71,46,62,44,43,69,65,66,65,65,70,63,62,69,74,74,51,64,67,50,60,48,67,68,69,67
Samuel Gustafson,69,1.30,62,56,49,70,47,72,68,64,69,73,60,55,75,65,59,65,33,67,67,67,58,55,60,71,48,63,60,63,60
Davide Agazzi,69,1.30,62,34,45,71,39,66,40,39,69,69,70,59,78,68,83,60,57,80,62,58,71,70,66,64,42,65,66,66,60
Aleksandar Paločević,69,1.30,54,48,46,72,54,74,68,67,71,72,69,67,71,68,70,62,59,73,64,66,65,57,53,71,61,73,49,57,44
Mohamed Benkhemassa,69,1.30,53,63,57,72,41,68,47,48,74,69,57,65,53,59,74,54,60,68,59,62,68,60,63,68,49,49,53,71,64
Mattia Valoti,69,1.30,72,55,48,77,59,74,78,65,72,76,65,68,71,64,76,64,55,63,32,71,48,37,65,69,59,70,54,46,45
Besar Halimi,69,1.30,60,67,33,70,66,77,68,65,63,73,78,67,87,61,91,63,85,68,41,70,68,60,64,69,52,61,55,58,48
Matteo Ricci,69,1.30,59,45,39,72,42,65,54,55,70,68,75,70,79,65,84,70,56,76,52,66,71,55,69,70,64,65,49,57,50
Yong Woo Park,69,1.30,47,57,65,68,49,58,37,47,74,66,58,51,61,67,53,67,72,79,90,68,65,63,59,71,42,58,60,63,57
Rubén González,69,1.30,55,42,59,75,35,67,45,44,73,70,61,65,56,66,71,60,57,71,64,45,63,70,55,64,46,65,70,70,59
René Klingenburg,69,1.30,54,65,68,69,63,69,43,40,67,72,57,61,62,65,65,67,66,78,80,62,71,60,65,69,56,65,58,58,51
Florian Miguel,69,1.30,68,52,59,66,40,66,56,39,59,66,67,68,67,68,67,50,72,66,77,44,66,70,56,59,41,66,68,68,69
Ryan Manning,69,1.30,69,60,55,66,36,68,65,65,65,68,65,67,73,69,72,63,63,79,62,62,64,68,64,69,66,61,64,70,64
Francisco Varela Martín,69,1.30,69,53,60,67,30,68,69,71,59,69,74,77,84,68,77,59,84,74,54,53,66,65,66,59,56,58,64,63,66
Mauricio Gómez,69,1.30,68,64,56,67,54,72,64,45,64,67,60,79,77,65,59,55,65,76,74,67,58,56,67,66,61,62,71,56,53
Jesús Jiménez Núñez,69,1.30,66,63,54,67,51,68,59,42,57,68,73,79,82,62,72,58,70,76,70,48,37,28,65,68,48,70,34,35,34
Aiden O'Brien,69,1.30,65,65,60,67,57,69,61,40,65,66,76,72,73,64,65,66,69,76,69,63,66,29,68,66,57,60,30,32,25
Juan Ignacio Cavallaro,69,1.30,57,65,43,70,47,73,61,41,65,68,79,78,84,66,79,67,29,61,71,78,42,39,63,69,56,65,27,35,36
Jairo Izquierdo González,69,1.30,69,64,40,65,57,73,62,48,58,71,90,88,86,53,92,64,47,58,43,56,35,26,67,55,61,61,30,21,26
Yairo Moreno,69,1.30,62,65,38,67,41,73,58,49,63,70,75,80,74,65,70,60,62,61,65,53,61,28,68,65,64,69,27,27,23
Michael Duffy,69,1.30,67,63,52,65,67,69,61,59,60,66,77,79,74,62,74,61,72,77,70,59,46,46,66,65,59,65,36,47,47
Harrison Manzala,69,1.30,60,66,63,65,57,71,56,55,59,69,77,85,81,66,70,75,82,63,56,65,61,31,67,65,57,67,32,35,31
Edison Flores,69,1.30,69,64,34,65,64,74,65,59,61,72,74,77,88,52,83,58,86,72,58,65,28,34,70,63,62,64,38,42,25
Romario Ibarra,69,1.30,71,64,62,70,54,67,61,59,66,64,82,90,85,56,73,65,59,80,71,55,41,26,62,55,68,64,39,32,34
Gaëtan Robail,69,1.30,64,68,53,80,57,71,64,66,73,72,69,73,70,61,70,68,56,56,60,54,49,33,57,63,57,69,40,55,58
Kevin Diks,69,1.30,62,23,62,65,36,65,42,30,61,65,73,69,70,65,67,58,75,76,71,57,72,74,54,31,42,62,70,66,66
Jannik Dehm,69,1.30,72,43,47,68,38,65,66,56,54,68,82,86,75,66,67,58,64,74,61,55,71,63,45,51,44,55,60,64,66
Mahlon Romeo,69,1.30,64,47,56,63,29,68,55,35,61,64,77,78,75,62,72,57,76,75,67,39,60,67,62,63,48,60,68,69,68
Jan Gyamerah,69,1.30,63,40,59,68,26,68,61,34,62,74,74,74,70,67,75,42,63,69,69,64,52,68,57,51,42,75,68,70,63
Aleš Matějů,69,1.30,65,28,59,65,33,67,65,54,54,68,77,74,70,67,70,56,74,76,69,52,69,66,58,61,46,69,69,67,67
Nicolás Tripichio,69,1.30,63,45,66,69,41,69,51,45,60,67,83,82,79,62,84,57,73,84,65,41,59,69,57,55,49,53,57,63,65
Leonardo Godoy,69,1.30,66,34,61,66,36,68,40,35,63,65,73,71,71,68,71,32,61,79,75,45,80,68,59,57,41,61,64,71,67
Quentin Cornette,69,1.30,63,63,60,65,55,73,65,59,61,71,89,78,87,58,74,74,60,53,57,60,59,49,67,61,71,63,37,48,40
Tony Mauricio,69,1.30,65,71,43,63,61,70,64,62,61,74,80,77,82,61,91,69,53,61,53,63,43,24,68,65,68,59,30,30,33
Iyayi Atiemwen,69,1.30,54,67,64,71,66,72,41,72,58,69,84,79,68,58,78,73,63,73,69,67,62,41,63,66,53,53,47,39,36
Eduardo López,69,1.30,58,65,41,69,53,76,65,64,62,74,73,76,85,53,86,76,68,64,48,73,32,17,63,70,61,70,47,32,26
Cenk Şahin,69,1.30,58,61,43,60,42,76,73,70,55,72,92,90,91,66,81,65,61,64,52,66,60,28,61,60,57,65,26,28,26
Lenny Nangis,69,1.30,66,62,58,67,63,69,46,48,59,70,76,81,78,67,80,63,32,69,57,58,36,19,66,65,63,63,14,18,18
Nikola Storm,69,1.30,70,57,54,62,62,72,60,62,57,70,79,77,75,67,72,70,62,75,57,67,33,25,67,65,67,74,45,18,16
Jamal Lowe,69,1.30,58,65,52,59,59,72,67,47,51,70,90,91,92,63,65,58,64,72,58,64,45,30,60,71,55,69,35,26,22
Salim Khelifi,69,1.30,55,58,18,60,45,73,65,59,54,73,87,87,90,63,87,62,69,63,35,63,47,35,65,62,49,60,34,27,31
Álex López de Groot,69,1.30,35,67,70,66,63,63,47,42,49,67,62,63,65,62,71,68,66,56,79,59,58,23,75,59,60,62,31,25,20
Jamie Maclaren,69,1.30,57,68,62,61,64,66,70,59,50,66,83,80,84,74,78,65,85,80,70,60,71,52,71,63,72,72,25,32,31
Mohamed Yattara,69,1.30,51,70,67,62,63,67,55,38,48,67,72,77,70,60,69,73,81,60,77,67,46,22,65,59,74,71,17,25,14
Matías Campos,69,1.30,30,72,63,58,62,68,55,41,32,67,74,73,66,60,61,70,72,65,71,66,56,30,71,52,64,59,29,26,24
Tom Bradshaw,69,1.30,42,69,68,60,63,63,38,35,36,65,78,78,85,68,79,64,80,85,68,61,44,20,73,46,68,65,30,16,16
Douglas Willian da Silva Souza,69,1.30,29,71,76,55,65,60,48,64,28,63,38,34,37,72,35,76,51,61,93,66,53,19,74,54,65,69,29,28,29
Guillermo Fernández Hierro,69,1.30,62,67,60,62,64,68,65,56,51,69,74,78,74,71,67,66,74,89,72,63,56,20,70,58,75,65,33,29,27
